"WorkTimeInSeconds...1","multiplier","amount","age","gender","income","WorkTimeInSeconds...7","Q3_1.On.a.scale.of.0.to.100..how.would.you.describe.your.political.views.","Q8_1.On.a.scale.of.0.to.100..how.would.you.describe.your.religious.orientation.","Q5.In.the.2016.Presidential.election..who.did.you.vote.for.","Q9.What.State.do.you.live.in.","Q7.Do.you.consider.yourself.a.","Q8.Aside.from.weddings.and.funerals..how.often.do.you.attend.religious.services.","batch"
110,0.33,0.33,"30-39","Male","$20,000 - $39,999",98,100,0,"Didn't vote","WI","Democrat","Never","b"
293,1.26,0,"18-29","Male","$20,000 - $39,999",635,19,65,"Donald Trump","FL","Republican","Seldom","b"
70,0.99,0,"18-29","Male","$60,000 - $79,999",32,18,53,"Donald Trump","CT","Republican","Seldom","b"
241,1.64,0.3,"50-59","Female","Under $20,000",113,50,34,"Hillary Clinton","MO","Independent","Seldom","b"
310,1.33,0.4,"18-29","Female","Under $20,000",60,67,33,"Hillary Clinton","TN","Democrat","Seldom","b"
79,0.17,0,"18-29","Male","Over $100,000",311,82,66,"Hillary Clinton","AL","Democrat","Once a week","b"
72,0.88,0,"30-39","Female","$80,000 - $99,999",101,87,0,"Hillary Clinton","FL","Democrat","Never","b"
80,0.13,0,"30-39","Male","Under $20,000",54,86,85,"Hillary Clinton","IA","Democrat","Once a week","b"
68,1.28,0,"30-39","Female","$80,000 - $99,999",48,100,0,"Hillary Clinton","MI","Democrat","Never","b"
184,0.59,0.4,"18-29","Female","Under $20,000",36,100,0,"Someone else","IN","Independent","Never","b"
78,0.93,0,"18-29","Female","$40,000 - $59,999",64,39,36,"Donald Trump","WA","Republican","Seldom","b"
70,0.54,0,"30-39","Male","$80,000 - $99,999",45,16,91,"Donald Trump","PA","Republican","Once a week","b"
86,1.3,0.8,"18-29","Female","Under $20,000",71,53,65,"Hillary Clinton","OH","Democrat","A few times a year","b"
819,1.69,0.4,"18-29","Male","Over $100,000",2524,42,83,"Donald Trump","TX","Republican","Once a week","b"
143,1.91,0,"40-49","Male","$40,000 - $59,999",58,100,70,"Hillary Clinton","NJ","Democrat","Once a week","b"
71,1.46,1,"40-49","Male","$40,000 - $59,999",46,23,16,"Hillary Clinton","NY","Independent","Never","b"
102,0.24,1,"40-49","Female","Under $20,000",42,0,100,"Didn't vote","MO","Republican","More than once a week","b"
505,0.54,0,"18-29","Male","$80,000 - $99,999",28,100,1,"Hillary Clinton","FL","Democrat","Never","b"
154,0.48,0.6,"60-69","Female","$20,000 - $39,999",111,50,7,"Hillary Clinton","PA","Independent","Never","b"
189,0.25,0.2,"18-29","Female","$20,000 - $39,999",1249,100,0,"Didn't vote","TX","Democrat","Never","b"
140,1.3,1,"30-39","Female","$80,000 - $99,999",154,81,100,"Donald Trump","GA","Democrat","Once a week","b"
97,0.65,0,"18-29","Male","$60,000 - $79,999",192,61,65,"Hillary Clinton","IA","Democrat","Once a week","b"
377,0.11,0,"30-39","Male","$40,000 - $59,999",223,68,66,"Didn't vote","AZ","Independent","A few times a year","b"
116,0.84,0.8,"30-39","Male","Under $20,000",42,58,69,"Didn't vote","OH","Independent","A few times a year","b"
49,1.53,0,"18-29","Male","$40,000 - $59,999",30,51,3,"Hillary Clinton","WI","Independent","Never","b"
693,1.7,0,"40-49","Male","$60,000 - $79,999",53,51,0,"Donald Trump","IN","Independent","Never","b"
933,1.31,0,"18-29","Female","$20,000 - $39,999",112,92,4,"Hillary Clinton","GA","Democrat","Never","b"
115,1.2,0.4,"30-39","Female","$40,000 - $59,999",50,91,34,"Hillary Clinton","TX","Independent","A few times a year","b"
47,0.65,0,"30-39","Male","$80,000 - $99,999",204,71,0,"Someone else","NM","Democrat","Never","b"
380,0.98,0.02,"18-29","Male","$40,000 - $59,999",41,100,61,"Didn't vote","KY","Democrat","Once a week","b"
273,0.44,0,"30-39","Male","Over $100,000",44,93,2,"Hillary Clinton","CA","Democrat","Never","b"
37,0.3,0,"18-29","Female","Over $100,000",34,91,14,"Didn't vote","VA","Democrat","A few times a year","b"
71,0.64,0,"30-39","Male","$40,000 - $59,999",254,16,88,"Didn't vote","NY","Independent","Once a week","b"
161,0.87,0.8,"60-69","Male","Over $100,000",45,86,24,"Hillary Clinton","NJ","Democrat","A few times a year","b"
267,0.75,0,"18-29","Male","$60,000 - $79,999",155,29,39,"Donald Trump","GA","Independent","Once or twice a month","b"
440,1.52,0,"30-39","Male","Under $20,000",146,100,0,"Someone else","OR","Independent","Never","b"
568,0.43,0.4,"50-59","Female","$60,000 - $79,999",90,91,9,"Hillary Clinton","MI","Democrat","Seldom","b"
129,1.19,0.4,"18-29","Male","$60,000 - $79,999",156,100,50,"Hillary Clinton","NY","Democrat","Once or twice a month","b"
209,0.62,0.8,"60-69","Female","$60,000 - $79,999",101,93,0,"Hillary Clinton","AL","Democrat","Seldom","b"
61,1.5,0.5,"18-29","Male","$40,000 - $59,999",40,0,100,"Someone else","NE","Something else","Once a week","b"
1249,2,0.5,"30-39","Female","$80,000 - $99,999",126,40,9,"Donald Trump","PA","Republican","Seldom","b"
199,0.7,0,"50-59","Female","$60,000 - $79,999",47,10,80,"Donald Trump","OR","Republican","More than once a week","b"
98,0.96,0.8,"50-59","Male","$20,000 - $39,999",36,62,5,"Donald Trump","NJ","Independent","Never","b"
78,0.36,0,"18-29","Female","Under $20,000",1763,89,81,"Hillary Clinton","NY","Independent","A few times a year","b"
73,1.47,0.2,"30-39","Female","$20,000 - $39,999",42,51,70,"Someone else","GA","Independent","A few times a year","b"
179,0.52,1,"18-29","Female","$60,000 - $79,999",101,96,5,"Hillary Clinton","CO","Independent","Never","b"
91,1.11,1,"30-39","Male","Over $100,000",53,18,0,"Didn't vote","CA","Independent","Never","b"
116,1.08,0.4,"60-69","Male","$40,000 - $59,999",117,85,9,"Hillary Clinton","MN","Democrat","Seldom","b"
39,0.04,0,"30-39","Male","Over $100,000",26,55,0,"Donald Trump","FL","Democrat","Never","b"
170,0.24,1,"40-49","Female","$60,000 - $79,999",101,54,90,"Donald Trump","KY","Republican","More than once a week","b"
69,0.01,0,"40-49","Male","Under $20,000",111,81,9,"Hillary Clinton","CA","Democrat","Never","b"
90,1.89,0.4,"18-29","Female","$20,000 - $39,999",35,100,0,"Hillary Clinton","NJ","Democrat","Never","b"
148,1.2,0,"30-39","Male","$20,000 - $39,999",186,82,8,"Hillary Clinton","TX","Democrat","Never","b"
127,1.17,0,"50-59","Male","$60,000 - $79,999",415,47,0,"Donald Trump","FL","Republican","Never","b"
140,0.79,0.5,"18-29","Male","$40,000 - $59,999",36,94,0,"Didn't vote","PA","Independent","Never","b"
211,0.2,0.4,"50-59","Female","$40,000 - $59,999",147,91,0,"Hillary Clinton","CA","Democrat","Never","b"
3,1.15,0.6,"18-29","Female","$20,000 - $39,999",58,99,96,"Hillary Clinton","RI","Independent","Never","b"
1119,1.06,0.9,"30-39","Female","$40,000 - $59,999",29,40,81,"Donald Trump","IL","Republican","Once a week","b"
58,0.5,0,"40-49","Male","$80,000 - $99,999",36,20,71,"Didn't vote","FL","Republican","Seldom","b"
80,1.43,1,"30-39","Female","$20,000 - $39,999",47,65,66,"Someone else","WA","Democrat","A few times a year","b"
355,0.12,0.4,"18-29","Male","$80,000 - $99,999",36,81,2,"Didn't vote","WA","Democrat","Seldom","b"
84,1.28,0,"30-39","Male","$20,000 - $39,999",58,0,29,"Didn't vote","FL","Republican","Seldom","b"
532,0.91,0,"18-29","Other","Over $100,000",43,100,0,"Didn't vote","WA","Independent","Never","b"
353,1.75,0,"40-49","Male","$60,000 - $79,999",40,71,86,"Hillary Clinton","CA","Democrat","A few times a year","b"
76,0.29,0,"18-29","Male","Over $100,000",61,39,85,"Donald Trump","NM","Republican","A few times a year","b"
97,0.08,0,"30-39","Male","$20,000 - $39,999",454,57,0,"Someone else","KY","Independent","A few times a year","b"
139,1.2,0,"30-39","Male","$20,000 - $39,999",2435,71,59,"Hillary Clinton","SC","Democrat","A few times a year","e"
59,0.89,1,"40-49","Male","$40,000 - $59,999",31,57,42,"Someone else","DE","Independent","Once or twice a month","a"
