WorkerId,HITTypeId,Reward,CreationTime,MaxAssignments,AssignmentId,AcceptTime,SubmitTime,WorkTimeInSeconds,Answer.surveycode,multiplier,amount,age,gender,income,AcceptTime,WorkTimeInSeconds,IPAddress,LocationLatitude,LocationLongitude,"Q3_1 On a scale of 0 to 100, how would you describe your political views?","Q8_1 On a scale of 0 to 100, how would you describe your religious orientation?","Q5 In the 2016 Presidential election, who did you vote for?",Q9 What State do you live in?,Q7 Do you consider yourself a:,"Q8 Aside from weddings and funerals, how often do you attend religious services?",,
A311GYY1EASHUG,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,36TFCYNS44A5XHPIIZH5UHZS300HXA,Fri Sep 21 15:09:14 PDT 2018,Fri Sep 21 15:12:35 PDT 2018,201,31770,1.97,0.6,30-39,Male,"$40,000 - $59,999",Wed Oct 10 21:09:49 PDT 2018,1242,108.187.168.83,37.75100708,-97.8219986,66,63,Donald Trump,TX,Republican,A few times a year,,
A2XIYK3272U6BV,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,36U2A8VAG1ZLZCG0TG64QNMTXNYKYN,Fri Sep 21 15:09:40 PDT 2018,Fri Sep 21 15:11:44 PDT 2018,124,91601,0.05,0,18-29,Male,"$20,000 - $39,999",Wed Oct 10 13:52:52 PDT 2018,125,47.225.170.87,42.97109985,-85.92489624,60,0,Donald Trump,MI,Democrat,Never,,
ANYW42STKMEJH,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,36U2A8VAG1ZLZCG0TG64QNMTXNYYK1,Fri Sep 21 15:11:04 PDT 2018,Fri Sep 21 15:14:16 PDT 2018,192,30711,1.81,0.5,18-29,Female,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A31P21VU5PK19S,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,378XPAWRUCDTXZS9D77CALP92S7AIT,Fri Sep 21 15:13:23 PDT 2018,Fri Sep 21 15:14:39 PDT 2018,76,16242,1.81,1,18-29,Female,"$60,000 - $79,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2YLF04UAKYVF1,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,37TD41K0AH96KSS32XXHKILKBTSSC3,Fri Sep 21 15:08:35 PDT 2018,Fri Sep 21 15:09:31 PDT 2018,56,41387,1.85,0,30-39,Male,"Over $100,000",Thu Oct 11 12:49:30 PDT 2018,37,12.165.92.126,39.8394928,-88.94650269,88,0,Hillary Clinton,IL,Democrat,Never,,
A15FXOOCN5RT0,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,37U1UTWH9VMS7A2D6WH7SMK5Z0P8RQ,Fri Sep 21 15:10:22 PDT 2018,Fri Sep 21 15:11:32 PDT 2018,70,54467,0.66,0,40-49,Male,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2196WCNDZULFS,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,37U1UTWH9VMS7A2D6WH7SMK5Z0Q8RR,Fri Sep 21 15:13:52 PDT 2018,Fri Sep 21 15:15:22 PDT 2018,90,8094,1.94,0.4,30-39,Female,"$60,000 - $79,999",Wed Oct 10 16:10:25 PDT 2018,49,67.158.19.22,44.14149475,-103.2052002,100,81,Hillary Clinton,SD,Democrat,Never,,
A214SYJ4S05Y2A,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,37UQDCYH6XVG03EB5BUBFJDD9MW7VV,Fri Sep 21 15:09:26 PDT 2018,Fri Sep 21 15:11:01 PDT 2018,95,24933,1.21,1,50-59,Male,"$20,000 - $39,999",Wed Oct 10 13:50:31 PDT 2018,53,47.24.5.88,32.62539673,-97.36579895,82,0,Hillary Clinton,TX,Democrat,Never,,
ARWF605I7RWM7,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,37ZHEEHM6WMWOUCSL1O5WOLUI2373Y,Fri Sep 21 15:08:45 PDT 2018,Fri Sep 21 15:10:41 PDT 2018,116,31652,0.8,0,30-39,Female,"$40,000 - $59,999",Wed Oct 10 13:49:28 PDT 2018,367,71.201.193.167,41.74339294,-87.98049927,40,50,Someone else,IL,Independent,Once or twice a month,,
A2R8OFKJ5REXOW,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,37ZHEEHM6WMWOUCSL1O5WOLUI2437V,Fri Sep 21 15:13:38 PDT 2018,Fri Sep 21 15:14:42 PDT 2018,64,85944,1.34,0,18-29,Female,"$60,000 - $79,999",Thu Oct 11 12:58:09 PDT 2018,34,174.225.131.151,40.74450684,-74.15080261,50,78,Didn't vote,NJ,Independent,A few times a year,,
A3ATU3VULAB7K2,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,382M9COHEHF1W34LNTYCP73BH2SEU0,Fri Sep 21 15:11:56 PDT 2018,Fri Sep 21 15:13:02 PDT 2018,66,24746,1.56,0.6,18-29,Male,"$60,000 - $79,999",Wed Oct 10 14:30:38 PDT 2018,120,72.36.113.34,40.10949707,-88.20359802,50,0,Didn't vote,IL,Democrat,Never,,
AZ8JL3QNIPY4U,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,384PI804XS1MQ0XNQH4XPHJJ24W0SJ,Fri Sep 21 15:09:05 PDT 2018,Fri Sep 21 15:10:35 PDT 2018,90,83355,0.94,0.2,18-29,Female,"$60,000 - $79,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A18QU0YQB6Q8DF,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,386CSBG1OZM5RV4P02V93IE9XJX6Q1,Fri Sep 21 15:38:36 PDT 2018,Fri Sep 21 15:42:39 PDT 2018,243,68083,0.75,0.4,50-59,Female,"$40,000 - $59,999",Thu Oct 11 18:46:35 PDT 2018,79,45.37.29.40,35.68130493,-78.59750366,0,90,Donald Trump,NC,Republican,Once or twice a month,,
A9EQ4FWCUQVBL,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,38BQUHLA9W04VMC185AM39GV8IVMOK,Fri Sep 21 15:15:50 PDT 2018,Fri Sep 21 15:17:14 PDT 2018,84,33735,0.31,1,50-59,Other / Prefer not to state,"$40,000 - $59,999",Wed Oct 10 13:47:36 PDT 2018,61,73.24.103.111,28.55230713,-81.17949677,96,81,Someone else,FL,Democrat,A few times a year,,
A1B9QEQ7EHYA9C,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,38YMOXR4MUZABS0BCBUFV7WVLKFW6W,Fri Sep 21 15:15:15 PDT 2018,Fri Sep 21 15:16:37 PDT 2018,82,82933,0.68,0.2,18-29,Male,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A15WCNO32MHBAF,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,39ASUFLU6X7TD7YGSY9Z9E2FBK8EXR,Fri Sep 21 15:08:55 PDT 2018,Fri Sep 21 15:10:11 PDT 2018,76,47399,0.22,0,50-59,Male,"$20,000 - $39,999",Wed Oct 10 13:48:49 PDT 2018,74,99.194.137.59,30.271698,-87.7589035,72,3,Hillary Clinton,OH,Democrat,Never,,
A1AYFPD1RFW8P5,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,39ASUFLU6X7TD7YGSY9Z9E2FBK8XEA,Fri Sep 21 15:14:16 PDT 2018,Fri Sep 21 15:21:42 PDT 2018,446,52072,0.99,0.4,60-69,Female,"Under $20,000",Wed Oct 10 14:01:00 PDT 2018,126,71.217.192.66,47.56730652,-122.6325989,58,61,Donald Trump,NC,Independent,Seldom,,
ATHS9GUME1XCA,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,39GAF6DQWR02PHZ9GVD2E9M060VV1L,Fri Sep 21 15:08:43 PDT 2018,Fri Sep 21 15:12:43 PDT 2018,240,7547,0.73,0.25,50-59,Male,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A1UZL0ATEWD4G9,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,39GAF6DQWR02PHZ9GVD2E9M060W1VS,Fri Sep 21 15:08:18 PDT 2018,Fri Sep 21 15:09:27 PDT 2018,69,47968,1.3,0,18-29,Male,"Under $20,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A3AI2YTRBX4HLV,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,39GXDJN2OTEK0HJUFGMHTJ98K61V85,Fri Sep 21 15:08:57 PDT 2018,Fri Sep 21 15:14:42 PDT 2018,345,5687,0.33,0,30-39,Female,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A11LSO6D7BMY99,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3A0EX8ZRN8OK69C6N3TBRK33ATPBYU,Fri Sep 21 15:08:40 PDT 2018,Fri Sep 21 15:10:24 PDT 2018,104,6459,1.99,0.5,50-59,Female,"$20,000 - $39,999",Wed Oct 10 13:51:19 PDT 2018,43,47.199.68.211,27.33900452,-82.34729767,51,39,Hillary Clinton,FL,Independent,Never,,
A1P3AKO4FH7XRK,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3A1PQ49WVHHX7G4PB6WYZ8VRYLM1H3,Fri Sep 21 15:11:33 PDT 2018,Fri Sep 21 15:13:05 PDT 2018,92,75305,0.41,1,30-39,Female,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2GQGYKPLKQGSZ,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3A9AA95ATWMO8F3WV66FB7AZWS15PU,Fri Sep 21 15:12:45 PDT 2018,Fri Sep 21 15:17:53 PDT 2018,308,83089,0.44,1,30-39,Male,"$40,000 - $59,999",Wed Oct 10 13:48:30 PDT 2018,46,41.90.130.117,-1.283294678,36.81669617,100,100,Donald Trump,TX,Democrat,Once a week,,
A3AD23VEAJS66S,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3AQF3RZ558I806EGMMKFRJAVQHOF6G,Fri Sep 21 15:09:01 PDT 2018,Fri Sep 21 15:14:39 PDT 2018,338,26539,1.06,0.48,30-39,Male,"Over $100,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A1B179AI3LZKWS,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3ATTHHXXWAO5TC02OHZQUT073DEXII,Fri Sep 21 15:08:40 PDT 2018,Fri Sep 21 15:10:37 PDT 2018,117,21933,1.32,1,50-59,Female,"Over $100,000",Wed Oct 10 14:20:57 PDT 2018,126,99.127.226.27,37.37640381,-122.0238037,85,52,Someone else,CA,Democrat,Seldom,,
A1PTH9KTRO06EG,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3B3WTRP3DB2BHV42WY8KRA787ES29V,Fri Sep 21 15:12:41 PDT 2018,Fri Sep 21 15:18:25 PDT 2018,344,81727,1.34,0,18-29,Male,"$40,000 - $59,999",Wed Oct 10 14:19:41 PDT 2018,36,71.224.2.157,39.82189941,-75.76869965,63,65,Didn't vote,PA,Independent,A few times a year,,
A1NGABF082HR2P,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3BGYGHDBBXK0HBJ3BPT5HNZU18I223,Fri Sep 21 15:12:02 PDT 2018,Fri Sep 21 15:32:52 PDT 2018,1250,76212,1.74,0.6,50-59,Female,"$40,000 - $59,999",Thu Oct 11 06:57:53 PDT 2018,172,47.153.245.144,34.55630493,-117.3527985,0,50,Donald Trump,CA,Republican,Seldom,,
A2VHG0ZDQMZ2T0,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3C2NJ6JBKAHW6X8WX8RP9B2SC38N2E,Fri Sep 21 15:09:13 PDT 2018,Fri Sep 21 15:11:48 PDT 2018,155,71721,0.58,0.6,18-29,Female,"$40,000 - $59,999",Fri Oct 12 04:27:50 PDT 2018,100,174.63.214.203,33.47169495,-82.08339691,70,5,Hillary Clinton,GA,Democrat,Never,,
A3JOUIM3CDC1DZ,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3C5W7UE9CFQRPVQT9WXIMM7OKM0MXP,Fri Sep 21 15:16:14 PDT 2018,Fri Sep 21 15:17:26 PDT 2018,72,98039,0.11,0,18-29,Male,"$80,000 - $99,999",Wed Oct 10 14:00:35 PDT 2018,40,192.210.197.136,42.88650513,-78.87840271,71,40,Hillary Clinton,NY,Democrat,Once or twice a month,,
AUT1MH3OQ6T1,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3CCZ6YKWR7J3GSNPEHAIPHAKROI59Y,Fri Sep 21 15:09:09 PDT 2018,Fri Sep 21 15:15:49 PDT 2018,400,59572,0.54,0,18-29,Male,"Over $100,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2871R3LEPWMMK,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3CFJTT4SXTQBEXUB64VS0UNJ1K07IY,Fri Sep 21 15:09:05 PDT 2018,Fri Sep 21 15:27:03 PDT 2018,1078,69815,0.12,0,30-39,Male,"$40,000 - $59,999",Thu Oct 11 13:24:21 PDT 2018,97,68.119.32.86,35.75759888,-81.3289032,75,0,Hillary Clinton,NC,Independent,Never,,
A37PO5YNKE5D97,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3CN4LGXD5XO0LARX8OJOJ6XX01A4YJ,Fri Sep 21 15:16:00 PDT 2018,Fri Sep 21 15:17:32 PDT 2018,92,36992,0.33,0,30-39,Female,"$60,000 - $79,999",Thu Oct 11 14:56:27 PDT 2018,43,97.83.219.73,43.4223938,-88.18450165,40,0,Didn't vote,WI,Independent,Never,,
A39MKVROUZ1UWR,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3COPXFW7XBCRQYOZ2TALDWTHTIUPKX,Fri Sep 21 15:38:37 PDT 2018,Fri Sep 21 15:48:34 PDT 2018,597,13415,1.78,0.2,30-39,Female,"$20,000 - $39,999",Thu Oct 11 10:36:39 PDT 2018,35,50.82.50.247,42.03790283,-93.60030365,50,0,Someone else,IA,Independent,Never,,
A31VE0DNTRB4X8,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3CP1TO84PT1SG82QT8V3FU26LI8526,Fri Sep 21 15:08:39 PDT 2018,Fri Sep 21 15:09:20 PDT 2018,41,83049,1.65,1,18-29,Male,"Over $100,000",Wed Oct 10 15:23:30 PDT 2018,36,208.121.64.13,37.75090027,-122.4152985,68,3,Didn't vote,CA,Democrat,Never,,
AIOOOO5OXWXKM,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3CP1TO84PT1SG82QT8V3FU26LI9527,Fri Sep 21 15:12:25 PDT 2018,Fri Sep 21 15:14:45 PDT 2018,140,62306,0.23,0,18-29,Male,"$40,000 - $59,999",Wed Oct 10 15:59:04 PDT 2018,83,23.240.103.230,34.07620239,-118.3029022,100,0,Hillary Clinton,CA,Democrat,Never,,
A2G4G3QXFP4WSZ,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3CPLWGV3MOZ76HTVIH64JYA6I9I9NS,Fri Sep 21 15:08:53 PDT 2018,Fri Sep 21 15:20:05 PDT 2018,672,82167,0.33,0.2,30-39,Male,"$40,000 - $59,999",Wed Oct 10 13:49:06 PDT 2018,705,104.129.131.176,33.0249939,-96.73970032,1,76,Donald Trump,TX,Republican,Once a week,,
ACKABDH3REQJ4,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3CTOC39K37Q798EHOMGSCV2JEZP7JA,Fri Sep 21 15:10:55 PDT 2018,Fri Sep 21 15:13:18 PDT 2018,143,34865,1.82,1,30-39,Female,"$80,000 - $99,999",Wed Oct 10 20:45:09 PDT 2018,82,99.173.183.125,36.10519409,-86.65910339,5,0,Donald Trump,TN,Republican,Never,,
A26GR8GCLOT2O4,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3D4CH1LGEAT1WPC9VDT9TE19HXXG9S,Fri Sep 21 15:13:27 PDT 2018,Fri Sep 21 15:16:22 PDT 2018,175,68361,1.78,1,60-69,Female,"$20,000 - $39,999",Wed Oct 10 18:51:18 PDT 2018,81,64.136.210.233,38.96490479,-94.72090149,61,100,Hillary Clinton,KS,Independent,Seldom,,
A3TF0TA67EBKBE,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3DI28L7YXAELN6DNL5OSE5YE65V1EO,Fri Sep 21 15:15:07 PDT 2018,Fri Sep 21 15:16:52 PDT 2018,105,53528,1.65,0,18-29,Female,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A3LVDUYETYTVO0,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3DR23U6WE5EMWQPWNO82KBH9YOKET8,Fri Sep 21 15:08:45 PDT 2018,Fri Sep 21 15:16:55 PDT 2018,490,20137,1.18,0,60-69,Male,"$80,000 - $99,999",Thu Oct 11 10:31:53 PDT 2018,111,138.207.174.131,38.93940735,-76.33709717,45,18,Donald Trump,FL,Independent,Never,,
A38OOGMA0M6KFC,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3DY46V3X3PIKF5LDBRX1D15I5S0558,Fri Sep 21 15:12:43 PDT 2018,Fri Sep 21 15:13:51 PDT 2018,68,77293,1.13,0.4,18-29,Female,"Over $100,000",Wed Oct 10 13:49:51 PDT 2018,49,76.14.93.34,37.67869568,-122.4779968,63,30,Didn't vote,CA,Democrat,A few times a year,,
A2XTMKV4WMK2JF,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3E13VNJ1NNVX3BF9HOEJZKW6YY0I1C,Fri Sep 21 15:09:23 PDT 2018,Fri Sep 21 15:17:03 PDT 2018,460,30093,1.47,1,18-29,Male,"$60,000 - $79,999",Wed Oct 10 13:59:34 PDT 2018,446,209.50.48.147,37.7973938,-122.4001007,82,83,Donald Trump,FL,Republican,Once a week,,
A2PWUACCQI97J8,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3E4GGUZ1T8RVYRNT0VZ9HJLOI82K25,Fri Sep 21 15:08:20 PDT 2018,Fri Sep 21 15:21:33 PDT 2018,793,4712,0.4,0,18-29,Female,"$60,000 - $79,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A11TY4VHBBJLJR,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3EG49X351UCP0S51MGQ1XQA2UMM6X0,Fri Sep 21 15:16:19 PDT 2018,Fri Sep 21 15:21:39 PDT 2018,320,10530,1.93,0,60-69,Female,"$60,000 - $79,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A3KOAX3OY9P22O,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3EJPLAJKEMGE5N5GNYEMUBQD2MJ6ZW,Fri Sep 21 15:11:53 PDT 2018,Fri Sep 21 15:13:14 PDT 2018,81,59041,1.75,1,18-29,Male,"Under $20,000",Wed Oct 10 18:51:16 PDT 2018,41,50.89.190.167,28.39489746,-81.41790009,70,0,Hillary Clinton,FL,Democrat,Never,,
A356795ET25HER,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3EQHHY4HQSSIV2AXSNGSHYW7V1EG51,Fri Sep 21 15:13:26 PDT 2018,Fri Sep 21 15:15:12 PDT 2018,106,53894,0.09,0,30-39,Male,"Under $20,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
ARUM8OIONKQPQ,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3EQHHY4HQSSIV2AXSNGSHYW7V1F5GR,Fri Sep 21 15:16:18 PDT 2018,Fri Sep 21 15:18:00 PDT 2018,102,11700,1.02,0.5,40-49,Female,"$20,000 - $39,999",Sat Oct 13 06:59:02 PDT 2018,157,108.197.13.124,35.79559326,-78.7940979,82,35,Hillary Clinton,0,Democrat,Seldom,,
A1VWLIXBS4WDOD,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3FFJ6VRIL1OXWMURL5AJLFDWT6U0IR,Fri Sep 21 15:08:58 PDT 2018,Fri Sep 21 15:22:21 PDT 2018,803,18586,0.81,0,30-39,Male,"$20,000 - $39,999",Wed Oct 10 14:08:54 PDT 2018,267,71.244.102.57,40.01780701,-75.08950043,19,19,Donald Trump,PA,Republican,Once or twice a month,,
A26LMIZJ6VD1UE,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3FIJLY1B6U4GACWL1IJOXJ1CLMFPFX,Fri Sep 21 15:16:13 PDT 2018,Fri Sep 21 15:17:41 PDT 2018,88,96731,1.79,0,18-29,Female,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AD9J1Z29GNIX9,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3FK0YFF9PZGIBTF7N9XRLXTGV43VVB,Fri Sep 21 15:11:18 PDT 2018,Fri Sep 21 15:12:16 PDT 2018,58,28838,1.62,0.5,40-49,Female,"Over $100,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2FUPODRRCESB,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3FPRZHYEPY7YZKDO3ZRL221X4K9V3D,Fri Sep 21 15:08:46 PDT 2018,Fri Sep 21 15:10:48 PDT 2018,122,3501,0.15,0,40-49,Female,"Under $20,000",Thu Oct 11 11:38:59 PDT 2018,204,98.127.106.159,39.10319519,-108.5491028,100,6,Hillary Clinton,CO,Independent,Never,,
A3PMGUAC5XHORQ,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3FTF2T8WLRIXTB29AIXRFHNXBLMW96,Fri Sep 21 15:11:12 PDT 2018,Fri Sep 21 15:13:48 PDT 2018,156,80104,0.64,0,60-69,Male,"Over $100,000",Fri Oct 12 06:21:23 PDT 2018,83,74.71.175.16,40.80110168,-73.93710327,80,25,Someone else,NY,Independent,A few times a year,,
A3GZGOH6LPHNWR,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3G5W44VEU7ILDLV0ZAKYJNFPSR8KGP,Fri Sep 21 15:09:25 PDT 2018,Fri Sep 21 15:11:19 PDT 2018,114,42812,1.6,0,18-29,Male,"Over $100,000",Thu Oct 11 10:33:00 PDT 2018,65,73.45.171.176,41.58250427,-87.80500031,63,9,Didn't vote,MS,Independent,Never,,
AD21ES5UMD77U,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3GDTJDAPVUB1AUPL1OLQ6NQVTDQ8M2,Fri Sep 21 15:10:17 PDT 2018,Fri Sep 21 15:15:34 PDT 2018,317,91059,0.66,1,60-69,Male,"$20,000 - $39,999",Thu Oct 11 10:36:10 PDT 2018,113,72.185.158.23,28.21290588,-82.68070221,23,0,Donald Trump,FL,Republican,Never,,
A1L6PGLE7CIS12,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3GFK2QRXX9HESO0X7SKA31IVPP35WO,Fri Sep 21 15:09:29 PDT 2018,Fri Sep 21 15:12:34 PDT 2018,185,34098,0.33,0,40-49,Female,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2REKJEWL1EYZG,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3GGAI1SQEVY3MXFYI01V89MEJ4BCMC,Fri Sep 21 15:09:27 PDT 2018,Fri Sep 21 15:10:57 PDT 2018,90,3150,1.52,0.5,18-29,Female,"Under $20,000",Thu Oct 11 12:01:34 PDT 2018,44,65.34.209.44,26.68429565,-80.67240143,92,1,Hillary Clinton,FL,Democrat,Never,,
A249IGDW8Z6D7I,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3GLB5JMZFXVDZFPQ7TYBFAKZ8IBDG5,Fri Sep 21 15:09:48 PDT 2018,Fri Sep 21 15:11:21 PDT 2018,93,54802,0.48,0,18-29,Female,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
